iter	RMSE
678	0.5672934829
679	0.5671369422
680	0.5669983998
681	0.566780589
682	0.5664828326
683	0.5662338333
684	0.5658781862
685	0.5655906906
686	0.5653782255
687	0.5650148779
688	0.5647929145
689	0.5645862244
690	0.5644054153
691	0.5640790617
692	0.5639022205
693	0.5637863887
694	0.5635842856
695	0.5630887254
696	0.5629162369
697	0.5624886761
698	0.5622245324
699	0.5620548298
700	0.561667031
701	0.5613020099
702	0.5610010363
703	0.5606996254
704	0.560608848
705	0.5603209126
706	0.5602325426
707	0.5598199373
708	0.5596238116
709	0.5594371538
710	0.5589522045
711	0.5585883252
712	0.5583048377
713	0.5580831449
714	0.5577801388
715	0.5575142556
716	0.5572383023
717	0.5566607406
718	0.5565120694
719	0.5561208474
720	0.5554835751
721	0.5552022691
722	0.5549785567
723	0.5548227002
724	0.5544998296
725	0.5542781466
726	0.5539707039
727	0.5538266386
728	0.5533547443
729	0.5530536518
730	0.5528451233
731	0.5525248523
732	0.5520775195
733	0.5516197766
734	0.551391466
735	0.5511705693
736	0.5508012333
737	0.5501233133
738	0.5497672463
739	0.549596586
740	0.5491605705
741	0.5487791182
742	0.5481749576
743	0.5475939993
744	0.5473521167
745	0.546944523
746	0.5463902564
747	0.5460288749
748	0.5457261249
749	0.545378597
750	0.5448561479
751	0.5443872822
752	0.5441057998
753	0.5438264134
754	0.5431941202
755	0.5428048012
756	0.5424433768
757	0.5422838226
758	0.5419349107
759	0.5416829894
760	0.5411012718
761	0.5407684832
762	0.5402057703
763	0.5398789367
764	0.5393408456
765	0.5391549721
766	0.5389506902
767	0.5387972771
768	0.5384298413
769	0.5379931579
770	0.5376719666
771	0.5372946854
772	0.5369677631
773	0.5367793101
774	0.5364594412
775	0.5362549493
776	0.5359491839
777	0.5358658582
778	0.5355556943
779	0.5352166961
780	0.5346998248
781	0.5343490244
782	0.5341520005
783	0.5340208697
784	0.5338867108
785	0.5337050314
786	0.5333942236
787	0.5328746791
788	0.5326132631
789	0.5322761739
790	0.5320846793
791	0.5317885966
792	0.531602286
793	0.5314753269
794	0.5313454533
795	0.5311641042
796	0.5310025484
797	0.5308263414
798	0.5305909221
799	0.5302410688
800	0.5299857321
801	0.529612472
802	0.5293628207
803	0.5292035585
804	0.5290471707
805	0.5286614599
806	0.528231854
807	0.5280044333
808	0.5276993929
809	0.5274812608
810	0.5272055202
811	0.5267875884
812	0.5266115206
813	0.5262065295
814	0.5258075842
815	0.5254004919
816	0.5252347788
817	0.524890371
818	0.5244891952
819	0.5242682796
820	0.5239671122
821	0.523751644
822	0.5235911436
823	0.5232588794
824	0.5229365803
825	0.5226382519
826	0.522335266
827	0.5218479411
828	0.5213644707
829	0.5210726783
830	0.5207868848
831	0.5203278866
832	0.5200139222
833	0.5197846946
834	0.519453827
835	0.5191427518
836	0.5187946274
837	0.5186420443
838	0.5183401025
839	0.5180368809
840	0.5178182585
841	0.517566685
842	0.5173445235
843	0.5169095768
844	0.5166781749
845	0.5165790508
846	0.5161958294
847	0.5157851005
848	0.515442331
849	0.5152672422
850	0.5151508086
851	0.5148262081
852	0.514610595
853	0.5143080187
854	0.5140025973
855	0.5138322809
856	0.5135433499
857	0.5134663032
858	0.5132474054
859	0.5131715427
860	0.5129168478
861	0.5125886283
862	0.5123657962
863	0.5122909605
864	0.5122172833
865	0.5120342477
866	0.5117462503
867	0.5115380875
868	0.5113653472
869	0.5109722147
870	0.5105250929
871	0.5102722424
872	0.5100265222
873	0.5098236443
874	0.5095856123
875	0.5093541596
876	0.5090071946
877	0.5088084327
878	0.5084415468
879	0.5082955388
880	0.5078450575
881	0.5077035932
882	0.5075618262
883	0.507310708
884	0.5070284728
885	0.5067533017
886	0.5064828728
887	0.506285397
888	0.5060984526
889	0.5059052048
890	0.505766334
891	0.5055256468
892	0.5052648699
893	0.5050421702
894	0.5047796842
895	0.5044335379
896	0.504199662
897	0.5040469571
898	0.5037510451
899	0.5034954455
900	0.5033827525
901	0.5032321636
902	0.5029682387
903	0.5026388118
904	0.5023918296
905	0.5020620969
906	0.5018179082
907	0.5016308395
908	0.5013662837
909	0.5010795992
910	0.5008021247
911	0.5005908083
912	0.4999422867
913	0.4995781555
914	0.4993235485
915	0.4990090861
916	0.4984455102
917	0.4981716874
918	0.4979561716
919	0.4978213355
920	0.4974895676
921	0.4971700196
922	0.4970348358
923	0.4969020318
924	0.4967928644
925	0.4965457935
926	0.4962698857
927	0.4961050315
928	0.4958735435
929	0.4957734134
930	0.495524664
931	0.4953966516
932	0.4950898334
933	0.4947996472
934	0.4946403212
935	0.4945192889
936	0.4942761221
937	0.4939126899
938	0.4936606267
939	0.4934203712
940	0.4932904324
941	0.4930833245
942	0.4927912861
943	0.4925226434
944	0.4923469695
945	0.4920977933
946	0.491878249
947	0.491549726
948	0.4913544919
949	0.4911843324
950	0.4910185236
951	0.4908569199
952	0.4906871906
953	0.4904784687
954	0.4902756834
955	0.4900318355
956	0.4898882749
957	0.4897715526
958	0.4896568275
959	0.4893982131
960	0.4892593221
961	0.4890097711
962	0.4888277322
963	0.4885564375
964	0.4883968927
965	0.4880889419
966	0.4878042293
967	0.4876519964
968	0.4875686877
969	0.4874872227
970	0.4873363039
971	0.4871901002
972	0.4869128093
973	0.4868052927
974	0.4867283813
975	0.4866531139
976	0.4863412572
977	0.4861268179
978	0.4858619781
979	0.4855653545
980	0.4852867245
981	0.4849080083
982	0.4846882001
983	0.4844593688
984	0.484215536
985	0.4840836106
986	0.4839543511
987	0.4837151503
988	0.4833810963
989	0.4830162721
990	0.4826379142
991	0.4822780377
992	0.4820729649
993	0.4817835529
994	0.4816290127
995	0.4814274598
996	0.481298991
997	0.4811654589
998	0.4809537829
999	0.4807593763
1000	0.480511179
1001	0.480386465
1002	0.4801534028
1003	0.480049179
1004	0.4797859924
1005	0.4795461714
1006	0.479161894
1007	0.4789237615
1008	0.4787267483
1009	0.4786284405
1010	0.4782714917
1011	0.4781702633
1012	0.4779845607
1013	0.4779317515
1014	0.4778800037
1015	0.4778049339
1016	0.4775237609
1017	0.4772003083
1018	0.4768879858
1019	0.4767087818
1020	0.4765680838
1021	0.4764386991
1022	0.4763123895
1023	0.47611266
1024	0.4759713388
1025	0.4757992317
1026	0.4754374353
1027	0.4753878719
1028	0.4753392925
1029	0.4752916712
1030	0.4751457805
1031	0.4749141676
1032	0.4745715772
1033	0.4744127746
1034	0.4742873624
1035	0.4739610013
1036	0.4738378863
1037	0.4737503594
1038	0.4736649365
1039	0.4734980825
1040	0.4732628795
1041	0.4730631544
1042	0.4729454722
1043	0.4728539087
1044	0.4727167177
1045	0.4725824316
1046	0.4722720496
1047	0.4721915585
1048	0.4720692405
1049	0.4719282143
1050	0.4717421194
1051	0.4714619985
1052	0.4713323076
1053	0.4710961891
1054	0.4708998894
1055	0.4704951323
1056	0.4701816862
1057	0.4700361847
1058	0.4698907352
1059	0.4698006888
1060	0.4695104634
1061	0.469432319
1062	0.4691596501
1063	0.4689857955
1064	0.4688507945
1065	0.4687643925
1066	0.4684818878
1067	0.4682491938
1068	0.4680633288
1069	0.4678745315
1070	0.467793338
1071	0.4673677304
1072	0.4672310114
1073	0.466956291
1074	0.4666927492
1075	0.4665392903
1076	0.4663906055
1077	0.466246957
1078	0.4658627611
1079	0.4655907093
1080	0.4653083748
1081	0.4649694963
1082	0.4647871179
1083	0.4646565803
1084	0.4643634085
1085	0.4641991988
1086	0.4640551006
1087	0.4637757628
1088	0.463477904
1089	0.4632728233
1090	0.4631532312
1091	0.4630494349
1092	0.4628087387
1093	0.4627125219
1094	0.462617906
1095	0.4625248593
